state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,StateName,Region,FIPS,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,nAllNeonic
NV,14000,54,756000,174000,1.08,816000,1994,Nevada,West,32,0.0,0.3,0.0,0.0,0.0,0.3
NV,14000,61,854000,68000,1.05,897000,1996,Nevada,West,32,0.0,62.4,0.0,0.0,0.0,62.4
NV,14000,61,854000,171000,1.14,974000,1997,Nevada,West,32,0.0,83.7,0.0,0.0,0.0,83.7
NV,15000,54,810000,275000,0.78,632000,1991,Nevada,West,32,,,,,,
NV,15000,65,975000,341000,0.85,829000,1992,Nevada,West,32,,,,,,
NV,10000,28,280000,67000,2.99,837000,2007,Nevada,West,32,1.1,91.0,25.5,2.6,0.0,120.2
NV,10000,29,290000,52000,1.42,412000,2008,Nevada,West,32,5.3,293.3,31.6,2.9,0.0,333.1
NV,10000,35,350000,95000,1.45,508000,2000,Nevada,West,32,0.0,170.2,0.0,0.0,0.0,170.2
NV,10000,46,460000,175000,1.65,759000,1998,Nevada,West,32,0.0,274.4,0.0,0.0,0.0,274.4
NV,12000,46,552000,442000,3.11,1717000,2005,Nevada,West,32,1.1,141.7,54.5,2.5,0.0,199.8
NV,14000,55,770000,316000,1.78,1371000,2004,Nevada,West,32,7.4,286.4,12.6,2.0,0.0,308.4
NV,6000,64,384000,46000,2.04,783000,2003,Nevada,West,32,0.0,192.6,30.4,0.3,0.0,223.3
NV,9000,37,333000,50000,3.62,1205000,2006,Nevada,West,32,20.5,35.7,70.9,1.2,0.0,128.3
NV,9000,45,405000,271000,1.54,624000,1999,Nevada,West,32,0.0,48.4,0.0,0.0,0.0,48.4
NV,9000,50,450000,36000,2.14,963000,2001,Nevada,West,32,0.0,208.6,0.0,0.0,0.0,208.6
NV,9000,62,558000,61000,2.67,1490000,2002,Nevada,West,32,0.0,72.4,25.3,0.1,0.0,97.8
NY,65000,62,4030000,1733000,0.63,2539000,1993,New York,Northeast,36,,,,,,
NY,68000,68,4624000,2451000,0.63,2913000,1994,New York,Northeast,36,,,,,,
NY,68000,80,5440000,2557000,0.89,4842000,1996,New York,Northeast,36,0.0,2217.1,0.0,0.0,0.0,2217.1
NY,70000,66,4620000,1802000,0.61,2818000,1992,New York,Northeast,36,,,,,,
NY,70000,75,5250000,2100000,0.71,3728000,1995,New York,Northeast,36,0.0,1232.5,0.0,0.0,0.0,1232.5
NY,72000,60,4320000,2246000,0.85,3672000,1997,New York,Northeast,36,0.0,1879.7,0.0,0.0,0.0,1879.7
NY,77000,62,4774000,1337000,0.62,2960000,1991,New York,Northeast,36,,,,,,
NY,45000,64,2880000,1123000,1.96,5645000,2010,New York,Northeast,36,4970.4,3743.7,2583.9,4216.3,3655.0,19169.3
NY,45000,65,2925000,936000,1.93,5645000,2009,New York,Northeast,36,7854.8,2846.6,1764.8,3748.7,3734.7,19949.6
NY,49000,56,2744000,1235000,1.96,5378000,2011,New York,Northeast,36,10515.4,3369.5,4264.2,4339.4,2439.6,24928.1
NY,50000,70,3500000,1260000,1.65,5775000,2008,New York,Northeast,36,7010.1,3272.2,1420.9,3287.3,1660.6,16651.1
NY,51000,51,2601000,988000,2.23,5800000,2012,New York,Northeast,36,11006.8,6886.2,3483.3,2382.7,2385.5,26144.5
NY,53000,57,3021000,1843000,1.38,4169000,2007,New York,Northeast,36,5398.3,2053.9,4548.6,724.8,1162.1,13887.7
NY,53000,70,3710000,1781000,0.79,2931000,2001,New York,Northeast,36,0.0,3265.2,0.0,0.0,0.0,3265.2
NY,55000,48,2640000,1030000,2.12,5597000,2013,New York,Northeast,36,19919.1,12241.7,5150.3,3126.4,3885.8,44323.3
NY,57000,56,3192000,766000,3.01,9608000,2017,New York,Northeast,36,,,,,,
NY,58000,62,3596000,899000,2.94,10572000,2015,New York,Northeast,36,4.8,1199.2,899.9,3811.2,1367.5,7282.6
NY,58000,64,3712000,2376000,1.3,4826000,2006,New York,Northeast,36,1417.8,2174.4,2009.4,3508.6,1329.7,10439.9
NY,58000,80,4640000,2274000,0.55,2552000,2000,New York,Northeast,36,0.0,2148.3,0.0,0.0,0.0,2148.3
NY,59000,73,4307000,2283000,1.34,5771000,2005,New York,Northeast,36,752.2,2556.1,1153.9,570.5,1552.2,6584.9
NY,60000,55,3300000,1518000,2.83,9339000,2014,New York,Northeast,36,17458.9,11993.6,5763.1,2931.1,3482.3,41629.0
NY,60000,98,5880000,2470000,1.25,7350000,2002,New York,Northeast,36,0.0,12341.9,295.6,0.0,0.0,12637.5
NY,64000,57,3648000,1167000,3.19,11637000,2016,New York,Northeast,36,10.0,1526.1,975.4,4208.4,2904.2,9624.1
NY,64000,67,4288000,1887000,1.36,5832000,2004,New York,Northeast,36,195.7,2201.9,977.9,99.2,70.3,3545.0
NY,65000,80,5200000,2444000,0.7,3640000,1998,New York,Northeast,36,0.0,1608.8,0.0,0.0,0.0,1608.8
NY,67000,72,4824000,1640000,1.36,6561000,2003,New York,Northeast,36,0.0,2100.9,458.0,0.0,0.0,2558.9
NY,69000,70,4830000,2077000,0.66,3188000,1999,New York,Northeast,36,0.0,2334.9,0.0,0.0,0.0,2334.9
OH,22000,80,1760000,827000,0.85,1496000,1997,Ohio,Midwest,39,0.0,531.6,0.0,0.0,0.0,531.6
OH,24000,70,1680000,840000,0.96,1613000,1996,Ohio,Midwest,39,0.0,638.6,0.0,0.0,0.0,638.6
OH,25000,62,1550000,930000,0.74,1147000,1995,Ohio,Midwest,39,0.0,2012.0,0.0,0.0,0.0,2012.0
OH,27000,64,1728000,691000,0.64,1106000,1994,Ohio,Midwest,39,,,,,,
OH,30000,66,1980000,990000,0.66,1307000,1993,Ohio,Midwest,39,,,,,,
OH,43000,33,1419000,233000,0.6,851000,1992,Ohio,Midwest,39,,,,,,
OH,48000,61,2928000,761000,0.63,1845000,1991,Ohio,Midwest,39,,,,,,
OH,11000,50,550000,132000,2.81,1546000,2009,Ohio,Midwest,39,24415.2,11197.2,17718.0,285.9,93.1,53709.4
OH,14000,53,742000,371000,1.68,1247000,2008,Ohio,Midwest,39,19787.1,2704.6,16039.9,145.5,136.4,38813.5
OH,14000,56,784000,282000,1.4,1098000,2006,Ohio,Midwest,39,9702.0,3590.7,7270.3,135.8,77.0,20775.8
OH,14000,61,854000,376000,1.77,1512000,2007,Ohio,Midwest,39,12110.5,4013.8,9938.2,156.8,198.8,26418.1
OH,15000,50,750000,278000,1.4,1050000,2003,Ohio,Midwest,39,0.0,432.6,114.3,67.7,0.0,614.6
OH,15000,61,915000,256000,3.58,3276000,2014,Ohio,Midwest,39,73525.7,33297.8,20062.8,493.9,41.6,127421.8
OH,15000,66,990000,228000,2.34,2317000,2011,Ohio,Midwest,39,28900.0,34598.0,16213.6,207.7,338.9,80258.2
OH,15000,69,1035000,580000,1.4,1449000,2005,Ohio,Midwest,39,10132.8,2235.4,4942.4,363.5,46.2,17720.3
OH,15000,73,1095000,657000,3.12,3416000,2017,Ohio,Midwest,39,,,,,,
OH,15000,79,1185000,664000,3.93,4657000,2016,Ohio,Midwest,39,12.3,1101.0,898.4,161.9,0.0,2173.6
OH,16000,58,928000,353000,1.53,1420000,2004,Ohio,Midwest,39,4343.4,6482.9,1432.4,33.9,202.8,12495.4
OH,17000,45,765000,390000,3.29,2517000,2013,Ohio,Midwest,39,62683.6,32189.0,19344.1,269.3,53.8,114539.8
OH,17000,50,850000,357000,3.6,3060000,2015,Ohio,Midwest,39,19.5,5637.8,3022.3,280.3,166.4,9126.3
OH,18000,60,1080000,410000,2.46,2657000,2012,Ohio,Midwest,39,53550.3,30901.0,18157.5,113.0,62.2,102784.0
OH,18000,62,1116000,346000,2.28,2544000,2010,Ohio,Midwest,39,16751.5,30783.9,20696.9,126.6,113.2,68472.1
OH,18000,65,1170000,585000,0.79,924000,2000,Ohio,Midwest,39,0.0,896.8,0.0,0.0,0.0,896.8
OH,18000,70,1260000,504000,1.44,1814000,2002,Ohio,Midwest,39,0.0,1134.1,45.0,0.0,0.0,1179.1
OH,18000,78,1404000,702000,0.83,1165000,1998,Ohio,Midwest,39,0.0,1029.2,0.0,0.0,0.0,1029.2
OH,18000,81,1458000,569000,1.01,1473000,2001,Ohio,Midwest,39,0.0,813.6,0.0,0.0,0.0,813.6
OH,20000,74,1480000,784000,0.72,1066000,1999,Ohio,Midwest,39,0.0,1099.0,0.0,0.0,0.0,1099.0
OK,4000,58,232000,97000,1.37,318000,1997,Oklahoma,South,40,0.0,1065.1,0.0,0.0,0.0,1065.1
OK,4000,59,236000,54000,1.09,257000,1996,Oklahoma,South,40,0,35,0,0,0,35
OK,4000,76,304000,112000,0.93,283000,1995,Oklahoma,South,40,0.0,156.3,0.0,0.0,0.0,156.3
OK,5000,58,290000,104000,0.93,270000,1994,Oklahoma,South,40,,,,,,
OK,6000,67,402000,169000,0.81,326000,1993,Oklahoma,South,40,,,,,,
OK,9000,52,468000,80000,0.74,346000,1992,Oklahoma,South,40,,,,,,
OK,9000,70,630000,252000,0.85,536000,1991,Oklahoma,South,40,,,,,,
OK,3000,47,141000,69000,1.84,259000,2003,Oklahoma,South,40,0.0,134.1,13.0,33.0,0.0,180.1
OK,3000,53,159000,51000,1.63,259000,2002,Oklahoma,South,40,0.0,66.5,36.0,108.0,0.0,210.5
OK,4000,47,188000,105000,1.43,269000,2001,Oklahoma,South,40,0.0,206.3,5.0,0.0,0.0,211.3
OK,4000,51,204000,63000,1.24,253000,1998,Oklahoma,South,40,0.0,119.4,0.0,0.0,0.0,119.4
OK,6000,45,270000,49000,1.34,362000,1999,Oklahoma,South,40,0.0,153.0,0.0,0.0,0.0,153.0
OK,7000,35,245000,64000,1.26,309000,2000,Oklahoma,South,40,0.0,307.5,0.0,0.0,0.0,307.5
OR,50000,53,2650000,1537000,0.79,2094000,1997,Oregon,West,41,0.0,1791.5,0.0,0.0,0.0,1791.5
OR,50000,65,3250000,1008000,0.52,1690000,1994,Oregon,West,41,0.0,119.9,0.0,0.0,0.0,119.9
OR,52000,49,2548000,841000,0.58,1478000,1992,Oregon,West,41,,,,,,
OR,52000,52,2704000,2488000,0.78,2109000,1995,Oregon,West,41,0.0,382.6,0.0,0.0,0.0,382.6
OR,53000,67,3551000,994000,0.56,1989000,1993,Oregon,West,41,,,,,,
OR,55000,59,3245000,1071000,0.93,3018000,1996,Oregon,West,41,0.0,1050.6,0.0,0.0,0.0,1050.6
OR,56000,46,2576000,721000,0.56,1443000,1991,Oregon,West,41,,,,,,
OR,39000,42,1638000,557000,1.08,1769000,2005,Oregon,West,41,244.9,1407.3,723.6,920.6,278.1,3574.5
OR,42000,51,2142000,964000,1.27,2720000,2003,Oregon,West,41,0.0,1239.9,430.3,539.2,0.0,2209.4
OR,42000,54,2268000,1111000,1.21,2744000,2004,Oregon,West,41,59.2,1682.6,369.6,478.5,466.5,3056.4
OR,43000,49,2107000,885000,1.35,2844000,2002,Oregon,West,41,0.0,1901.9,448.6,308.3,0.0,2658.8
OR,44000,44,1936000,1200000,0.74,1433000,2001,Oregon,West,41,0.0,3188.5,140.7,0.0,0.0,3329.2
OR,45000,57,2565000,2026000,0.8,2052000,1999,Oregon,West,41,0.0,583.2,0.0,0.0,0.0,583.2
OR,46000,43,1978000,1088000,1.31,2591000,2007,Oregon,West,41,1173.6,1596.4,635.0,1308.2,371.7,5084.9
OR,46000,48,2208000,729000,1.05,2318000,2006,Oregon,West,41,543.4,470.5,628.1,1645.8,566.6,3854.4
OR,48000,51,2448000,1665000,0.66,1616000,2000,Oregon,West,41,0.0,1739.6,0.0,0.0,0.0,1739.6
OR,50000,43,2150000,1097000,1.41,3032000,2008,Oregon,West,41,336.7,2943.1,910.0,1230.4,591.0,6011.2
OR,50000,45,2250000,1620000,0.9,2025000,1998,Oregon,West,41,0.0,1543.1,0.0,0.0,0.0,1543.1
OR,55000,34,1870000,767000,1.54,2880000,2009,Oregon,West,41,1027.1,4093.0,2166.1,673.0,602.4,8561.6
OR,59000,39,2301000,874000,1.63,3751000,2010,Oregon,West,41,1289.4,5111.4,2070.8,918.2,612.1,10001.9
OR,60000,32,1920000,845000,2.16,4147000,2012,Oregon,West,41,571.2,6878.9,4527.9,728.3,345.1,13051.4
OR,60000,34,2040000,755000,1.68,3427000,2011,Oregon,West,41,451.8,6917.6,1284.3,647.5,281.4,9582.6
OR,62000,35,2170000,456000,2.39,5186000,2013,Oregon,West,41,1189.2,7759.4,4135.6,1019.5,453.7,14557.4
OR,71000,38,2698000,809000,2.43,6556000,2015,Oregon,West,41,65.3,4410.7,235.8,549.8,35.1,5296.7
OR,71000,40,2840000,767000,2.2,6248000,2014,Oregon,West,41,993.3,6588.7,5361.1,872.8,219.3,14035.2
OR,74000,35,2590000,622000,1.91,4947000,2016,Oregon,West,41,327.6,4091.9,108.0,304.9,19.9,4852.3
OR,78000,40,3120000,998000,1.89,5897000,2017,Oregon,West,41,,,,,,
PA,22000,48,1056000,528000,1.0,1056000,1997,Pennsylvania,Northeast,42,0.0,1455.3,0.0,0.0,0.0,1455.3
PA,23000,46,1058000,370000,1.02,1079000,1996,Pennsylvania,Northeast,42,0.0,3129.0,0.0,0.0,0.0,3129.0
PA,25000,43,1075000,376000,0.73,785000,1995,Pennsylvania,Northeast,42,0.0,2086.3,0.0,0.0,0.0,2086.3
PA,27000,47,1269000,622000,0.6,761000,1994,Pennsylvania,Northeast,42,,,,,,
PA,28000,40,1120000,605000,0.64,717000,1993,Pennsylvania,Northeast,42,,,,,,
PA,30000,41,1230000,566000,0.71,873000,1992,Pennsylvania,Northeast,42,,,,,,
PA,40000,45,1800000,594000,0.7,1260000,1991,Pennsylvania,Northeast,42,,,,,,
PA,13000,45,585000,257000,3.03,1773000,2013,Pennsylvania,Northeast,42,19178.3,3503.0,5813.4,1651.5,1073.8,31220.0
PA,16000,46,736000,177000,3.4,2502000,2017,Pennsylvania,Northeast,42,,,,,,
PA,16000,60,960000,269000,2.57,2467000,2012,Pennsylvania,Northeast,42,16489.1,9714.9,5118.5,2152.4,895.9,34370.8
PA,17000,46,782000,203000,2.91,2276000,2014,Pennsylvania,Northeast,42,22058.6,9313.2,5245.7,1645.5,1616.9,39879.9
PA,17000,53,901000,225000,3.62,3262000,2015,Pennsylvania,Northeast,42,439.5,2294.2,337.3,2520.4,1382.6,6974.0
PA,19000,50,950000,266000,3.03,2879000,2016,Pennsylvania,Northeast,42,942.7,1838.5,1122.5,2319.0,435.5,6658.2
PA,21000,40,840000,319000,2.03,1705000,2009,Pennsylvania,Northeast,42,10994.0,2636.1,2797.3,1156.0,1137.1,18720.5
PA,23000,48,1104000,276000,1.65,1822000,2008,Pennsylvania,Northeast,42,10003.2,1973.6,2788.5,1012.7,512.5,16290.5
PA,24000,44,1056000,306000,2.55,2693000,2011,Pennsylvania,Northeast,42,9158.0,5840.5,4433.8,1576.9,1054.1,22063.3
PA,25000,42,1050000,326000,1.7,1785000,2007,Pennsylvania,Northeast,42,9827.4,2193.4,2286.2,835.8,742.5,15885.3
PA,25000,45,1125000,630000,0.76,855000,2000,Pennsylvania,Northeast,42,0.0,1920.9,0.0,0.0,0.0,1920.9
PA,26000,57,1482000,785000,0.92,1363000,2001,Pennsylvania,Northeast,42,0.0,2047.8,1.5,0.0,0.0,2049.3
PA,26000,66,1716000,789000,0.8,1373000,1998,Pennsylvania,Northeast,42,0.0,2068.1,0.0,0.0,0.0,2068.1
PA,27000,50,1350000,419000,1.44,1944000,2003,Pennsylvania,Northeast,42,0.0,1442.0,899.0,0.0,0.0,2341.0
PA,28000,40,1120000,605000,1.63,1826000,2006,Pennsylvania,Northeast,42,6848.4,2111.7,2068.4,417.9,2556.7,14003.1
PA,28000,56,1568000,8.00E+05,1.12,1756000,2005,Pennsylvania,Northeast,42,8217.6,2002.1,3810.7,410.7,1365.4,15806.5
PA,28000,60,1680000,790000,0.76,1277000,1999,Pennsylvania,Northeast,42,0.0,2100.5,0.0,0.0,0.0,2100.5
PA,29000,57,1653000,827000,1.34,2215000,2002,Pennsylvania,Northeast,42,0.0,2120.8,187.6,0.0,0.0,2308.4
PA,30000,37,1110000,377000,2.13,2364000,2010,Pennsylvania,Northeast,42,5339.0,4065.1,3886.9,1214.6,473.1,14978.7
PA,30000,54,1620000,810000,1.42,2300000,2004,Pennsylvania,Northeast,42,5459.9,1608.3,1116.8,226.4,443.6,8855.0
SC,9000,90,810000,65000,1.26,1021000,1995,South Carolina,South,45,0.0,6.4,0.0,0.0,0.0,6.4
SC,9000,90,810000,81000,1.16,940000,1996,South Carolina,South,45,0.0,216.7,0.0,0.0,0.0,216.7
SC,10000,100,1000000,150000,0.82,820000,1994,South Carolina,South,45,,,,,,
SC,11000,61,671000,107000,0.77,517000,1991,South Carolina,South,45,,,,,,
SC,11000,69,759000,99000,0.78,592000,1992,South Carolina,South,45,,,,,,
SC,11000,90,990000,129000,0.6,594000,1993,South Carolina,South,45,,,,,,
SC,14000,67,938000,38000,4.1,3846000,2015,South Carolina,South,45,900.5,5923.0,1364.2,59.5,0.0,8247.2
SC,16000,34,544000,27000,3.06,1665000,2017,South Carolina,South,45,,,,,,
SC,16000,45,720000,36000,4.57,3290000,2016,South Carolina,South,45,2473.2,9400.7,2362.0,34.4,0.0,14270.3
SC,4000,70,280000,8000,1.89,529000,2003,South Carolina,South,45,0.0,625.6,264.9,0.0,0.0,890.5
SC,5000,94,470000,14000,1.25,588000,2002,South Carolina,South,45,0.0,295.5,476.3,0.0,0.0,771.8
SC,7000,40,280000,67000,0.79,221000,2001,South Carolina,South,45,0.0,631.0,0.0,0.0,0.0,631.0
SC,9000,54,486000,19000,3.97,1929000,2014,South Carolina,South,45,7144.3,5645.3,3728.9,18.6,0.0,16537.1
SD,225000,101,22725000,4091000,0.54,12272000,1991,South Dakota,Midwest,46,,,,,,
SD,240000,65,15600000,8736000,0.74,11544000,1997,South Dakota,Midwest,46,0,47,0,0,0,47
SD,240000,85,20400000,3264000,0.53,10812000,1992,South Dakota,Midwest,46,,,,,,
SD,240000,85,20400000,4896000,0.71,14484000,1995,South Dakota,Midwest,46,0.0,0.4,0.0,0.0,0.0,0.4
SD,240000,97,23280000,6751000,0.9,20952000,1996,South Dakota,Midwest,46,0.0,0.7,0.0,0.0,0.0,0.7
SD,245000,98,24010000,4322000,0.52,12485000,1993,South Dakota,Midwest,46,,,,,,
SD,260000,100,26000000,8580000,0.52,13520000,1994,South Dakota,Midwest,46,,,,,,
SD,215000,105,22575000,13545000,1.01,22801000,2004,South Dakota,Midwest,46,5911.3,608.5,5271.8,0.0,0.0,11791.6
SD,215000,70,15050000,2709000,1.43,21522000,2003,South Dakota,Midwest,46,0.0,23.8,35.5,0.0,0.0,59.3
SD,220000,79,17380000,11818000,0.83,14425000,2005,South Dakota,Midwest,46,14632.9,2917.8,5778.2,0.0,0.0,23328.9
SD,224000,104,23296000,13046000,0.6,13978000,1999,South Dakota,Midwest,46,0.0,166.3,0.0,0.0,0.0,166.3
SD,225000,47,10575000,10575000,0.94,9941000,2006,South Dakota,Midwest,46,9656.3,2415.1,7890.2,0.0,0.0,19961.6
SD,225000,51,11475000,2410000,1.42,16295000,2002,South Dakota,Midwest,46,0.0,14.0,26.1,0.0,0.0,40.1
SD,225000,95,21375000,10901000,0.64,13680000,1998,South Dakota,Midwest,46,0.0,29.8,0.0,0.0,0.0,29.8
SD,225000,95,21375000,11970000,1.34,28643000,2008,South Dakota,Midwest,46,19030.9,8371.2,15456.4,0.0,0.0,42858.5
SD,235000,121,28435000,12796000,0.58,16492000,2000,South Dakota,Midwest,46,0.0,339.1,0.0,0.0,0.0,339.1
SD,235000,65,15275000,12220000,0.71,10845000,2001,South Dakota,Midwest,46,0.0,129.1,6.8,0.0,0.0,135.9
SD,250000,66,16500000,4290000,1.7,28050000,2011,South Dakota,Midwest,46,56469.5,9590.0,31202.5,0.0,0.0,97262.0
SD,255000,52,13260000,10608000,1.02,13525000,2007,South Dakota,Midwest,46,17259.9,5374.1,12813.5,0.0,0.0,35447.5
SD,255000,57,14535000,6541000,1.91,27762000,2017,South Dakota,Midwest,46,,,,,,
SD,260000,63,16380000,3604000,1.95,31941000,2012,South Dakota,Midwest,46,83387.2,23306.0,27449.5,0.0,0.0,134142.7
SD,265000,56,14840000,6381000,2.07,30719000,2013,South Dakota,Midwest,46,110271.7,41123.6,20578.9,0.0,0.0,171974.2
SD,265000,58,15370000,4765000,1.51,23209000,2010,South Dakota,Midwest,46,25785.1,19213.3,24743.8,0.0,0.0,69742.2
SD,270000,66,17820000,6237000,1.42,25304000,2009,South Dakota,Midwest,46,25722.1,11245.6,30030.9,0.0,0.0,66998.6
SD,280000,71,19880000,12127000,1.76,34989000,2016,South Dakota,Midwest,46,0.0,903.900000000001,312.0,0.0,0.0,1215.9
SD,280000,87,24360000,5846000,2.08,50669000,2014,South Dakota,Midwest,46,99792.8,15470.3,33505.7,0.0,0.0,148768.8
SD,290000,66,19140000,9379000,1.79,34261000,2015,South Dakota,Midwest,46,0.0,2380.3,7602.5,0.0,0.0,9982.8
TN,5000,53,265000,87000,1.17,310000,1995,Tennessee,South,47,0.0,397.0,0.0,0.0,0.0,397.0
TN,5000,64,320000,90000,1.54,493000,1996,Tennessee,South,47,0.0,241.1,0.0,0.0,0.0,241.1
TN,6000,51,306000,107000,0.98,300000,1994,Tennessee,South,47,,,,,,
TN,7000,43,301000,66000,0.74,223000,1992,Tennessee,South,47,,,,,,
TN,7000,62,434000,148000,1.47,638000,1997,Tennessee,South,47,0.0,1292.4,0.0,0.0,0.0,1292.4
TN,8000,51,408000,86000,0.93,379000,1993,Tennessee,South,47,,,,,,
TN,14000,38,532000,106000,0.69,367000,1991,Tennessee,South,47,,,,,,
TN,6000,40,240000,46000,1.52,365000,2003,Tennessee,South,47,0.0,1080.9,1378.5,0.0,0.0,2459.4
TN,6000,54,324000,91000,1.73,561000,2004,Tennessee,South,47,1814.1,9368.0,4763.2,2195.6,2.0,18142.9
TN,6000,55,330000,69000,4.88,1610000,2016,Tennessee,South,47,3974.5,3258.7,16149.1,474.9,0.0,23857.2
TN,6000,61,366000,59000,2.93,1072000,2012,Tennessee,South,47,12711.3,9755.0,15320.4,37.4,2.1,37826.2
TN,7000,41,287000,75000,4.68,1343000,2017,Tennessee,South,47,,,,,,
TN,7000,44,308000,68000,2.93,902000,2011,Tennessee,South,47,8521.7,12683.9,13807.5,911.0,6.4,35930.5
TN,7000,45,315000,63000,3.55,1118000,2013,Tennessee,South,47,24363.6,11922.9,12578.1,14.2,3.9,48882.7
TN,7000,51,357000,86000,2.37,846000,2009,Tennessee,South,47,4902.4,6533.0,16165.1,641.8,0.1,28242.4
TN,7000,55,385000,58000,1.84,708000,2006,Tennessee,South,47,1644.2,5413.7,13435.6,1060.2,33.4,21587.1
TN,7000,55,385000,92000,1.67,643000,2005,Tennessee,South,47,698.2,12633.2,4017.1,695.6,16.0,18060.1
TN,7000,59,413000,78000,4.04,1669000,2015,Tennessee,South,47,958.2,5303.8,2472.5,580.7,11.3,9326.5
TN,7000,61,427000,149000,2.09,892000,2008,Tennessee,South,47,3438.0,9691.3,5011.7,461.4,17.3,18619.7
TN,7000,63,441000,88000,3.76,1658000,2014,Tennessee,South,47,24614.4,18828.9,7925.3,482.7,14.6,51865.9
TN,7000,64,448000,121000,1.32,591000,1998,Tennessee,South,47,0.0,2954.5,0.0,0.0,0.0,2954.5
TN,7000,65,455000,114000,1.99,905000,2007,Tennessee,South,47,2122.4,5452.4,10910.5,793.8,19.6,19298.7
TN,8000,51,408000,106000,1.3,530000,1999,Tennessee,South,47,0.0,3196.2,0.0,0.0,0.0,3196.2
TN,8000,59,472000,131000,1.39,656000,2001,Tennessee,South,47,0.0,1793.7,463.2,0.0,0.0,2256.9
TN,8000,61,488000,137000,1.4,683000,2002,Tennessee,South,47,0.0,2572.4,369.5,79.5,0.0,3021.4
TN,8000,63,504000,106000,2.5,1260000,2010,Tennessee,South,47,2765.5,10607.5,17264.6,326.5,6.4,30970.5
TN,9000,61,549000,104000,1.43,785000,2000,Tennessee,South,47,0.0,3094.9,0.0,0.0,0.0,3094.9
TX,82000,83,6806000,1361000,0.85,5785000,1996,Texas,South,48,0.0,3467.1,0.0,0.0,0.0,3467.1
TX,84000,106,8904000,1959000,0.67,5966000,1995,Texas,South,48,0.0,5934.9,0.0,0.0,0.0,5934.9
TX,94000,106,9964000,3188000,0.75,7473000,1997,Texas,South,48,0.0,3650.3,0.0,0.0,0.0,3650.3
TX,103000,74,7622000,2058000,0.5,3811000,1994,Texas,South,48,0.0,2050.5,0.0,0.0,0.0,2050.5
TX,105000,82,8610000,2755000,0.51,4391000,1993,Texas,South,48,,,,,,
TX,125000,85,10625000,1488000,0.52,5525000,1992,Texas,South,48,,,,,,
TX,140000,78,10920000,1201000,0.54,5897000,1991,Texas,South,48,,,,,,
TX,1.00E+05,72,7200000,792000,1.51,10872000,2010,Texas,South,48,16309.8,33072.3,21185.7,4883.5,0.0,75451.3
TX,105000,79,8295000,2986000,0.57,4728000,2000,Texas,South,48,0.0,8249.2,0.0,0.0,0.0,8249.2
TX,105000,82,8610000,1550000,0.96,8266000,2007,Texas,South,48,13963.4,28647.4,21783.1,5459.1,0.0,69853.0
TX,106000,59,6254000,1689000,2.1,13133000,2013,Texas,South,48,49624.0,54520.1,37905.6,871.2,0.0,142920.9
TX,108000,81,8748000,2799000,0.64,5599000,1999,Texas,South,48,0.0,19112.6,0.0,0.0,0.0,19112.6
TX,114000,67,7638000,985000,1.14,8707000,2002,Texas,South,48,0.0,5253.0,1101.7,3255.2,0.0,9609.9
TX,116000,76,8816000,1411000,0.97,8552000,2004,Texas,South,48,11383.1,44266.8,14481.7,9355.9,0.0,79487.5
TX,116000,78,9048000,2081000,2.24,20268000,2014,Texas,South,48,53455.1,63305.3,45239.0,2057.7,0.0,164057.1
TX,120000,66,7920000,2297000,2.11,16711000,2017,Texas,South,48,,,,,,
TX,126000,66,8316000,1164000,2.1,17464000,2015,Texas,South,48,0.0,27046.2,19475.6,897.9,0.0,47419.7
TX,133000,70,9310000,2607000,2.08,19365000,2016,Texas,South,48,0.0,13523.5,6855.40000000001,2400.9,0.0,22779.8
TX,140000,67,9380000,1126000,1.4,13132000,2003,Texas,South,48,0.0,4280.2,551.1,3570.8,0.0,8402.1
TX,77000,64,4928000,1380000,1.34,6604000,2008,Texas,South,48,17196.3,14089.8,16558.7,4167.2,0.0,52012.0
TX,78000,58,4524000,633000,1.78,8053000,2011,Texas,South,48,15317.7,48437.8,31178.1,1468.2,0.0,96401.8
TX,82000,70,5740000,976000,0.89,5109000,2006,Texas,South,48,9881.7,19838.6,13792.6,1880.9,0.0,45393.8
TX,84000,71,5964000,954000,0.86,5129000,2005,Texas,South,48,28128.1,11748.1,22322.6,8186.8,0.0,70385.6
TX,89000,63,5607000,1065000,1.39,7794000,2009,Texas,South,48,27530.7,17772.8,20451.6,1747.8,0.0,67502.9
TX,91000,77,7007000,1612000,0.62,4344000,1998,Texas,South,48,0.0,6069.7,0.0,0.0,0.0,6069.7
TX,92000,52,4784000,718000,2,9568000,2012,Texas,South,48,34068.6,41223.7,51258.9,372.5,0.0,126923.7
TX,97000,79,7663000,1533000,0.65,4981000,2001,Texas,South,48,0.0,18478.4,406.8,0.0,0.0,18885.2
UT,32000,33,1056000,232000,0.65,686000,1995,Utah,West,49,0.0,646.9,0.0,0.0,0.0,646.9
UT,32000,52,1664000,699000,0.75,1248000,1997,Utah,West,49,0.0,141.6,0.0,0.0,0.0,141.6
UT,34000,46,1564000,328000,0.85,1329000,1996,Utah,West,49,0.0,113.2,0.0,0.0,0.0,113.2
UT,42000,53,2226000,445000,0.55,1224000,1993,Utah,West,49,,,,,,
